_RAJ2000 _DEJ2000 PMF SDSS S_N umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag E_B-V_ pm GLON GLAT SpType Teff e_Teff logg e_logg Teff_3D_ e_Teff_3D_ logg_3D_ e_logg_3D_ Mass e_Mass Com Sp _RA.icrs _DE.icrs Plate MJD Fiber RAJ2000 DEJ2000 SNg f_umag f_gmag f_rmag f_imag f_zmag f_pm pmPA Ag GMT Atype log_g_ e_log_g_ chi2 m_Nsp Nsp q_Nsp Type WDcat DR7 Sloan Simbad PMJ _RA _DE file C0 C1 C2 C3 C4 C5 G0 G1 G2 G3 G4 G5 X0 X1 X2 X3 X4 X5 z
236.85079 6.92300 -- 154724.19+065522.80 29 18.27 0.02 18.27 0.02 18.62 0.02 18.90 0.02 19.16 0.05 -- 5.04 -- -- -- 22026 162 7.903 0.026 22026 162 7.900 0.030 0.578 0.0140 "" -- -- -- 5210 56003 442 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 5210-56003-0442 236.85079 6.923000 DA_high_SN_08281.fits 48 194 323 406 430 359 6 9 10 11 14 16 6563 4860 4340 4102 3969 3888 0
236.85537 30.37078 -- 154725.29+302214.81 18 19.33 0.03 19.13 0.02 19.42 0.02 19.66 0.02 19.82 0.08 -- 0.00 -- -- -- 17688 188 7.914 0.036 17688 188 7.910 0.040 0.572 0.0190 "" -- -- -- 4726 55712 708 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4726-55712-0708 236.85537 30.370781 DA_high_SN_08282.fits 24 100 192 241 270 227 5 11 16 14 18 9 6563 4860 4340 4102 3969 3888 0
236.99896 2.46125 -- 154759.75+022740.50 23 19.06 0.03 19.12 0.02 19.48 0.02 19.75 0.03 19.96 0.12 -- 0.00 -- -- -- 29365 166 8.046 0.036 29365 166 8.050 0.040 0.666 0.0200 "" -- -- -- 4055 55359 896 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4055-55359-0896 236.99896 2.461250 DA_high_SN_08283.fits 22 71 145 173 180 151 8 7 12 14 13 10 6563 4860 4340 4102 3969 3888 0
237.00362 24.69491 -- 154800.87+244141.68 21 19.31 0.03 19.07 0.02 19.35 0.02 19.61 0.02 19.88 0.08 -- 0.00 -- -- -- 18400 199 7.914 0.035 18400 199 7.910 0.040 0.574 0.0190 "" -- -- -- 3941 55321 542 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3941-55321-0542 237.00362 24.694911 DA_high_SN_08284.fits 36 96 171 265 337 252 8 10 9 11 16 12 6563 4860 4340 4102 3969 3888 0
237.11083 35.48546 -- 154826.60+352907.64 39 17.33 0.01 17.17 0.00 17.49 0.01 17.80 0.01 18.05 0.02 -- 2.81 -- -- -- 18577 80 8.118 0.001 18577 80 8.120 0.000 0.683 0.0000 "" -- -- -- 4970 56039 724 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4970-56039-0724 237.11083 35.485456 DA_high_SN_08285.fits 114 435 849 1118 1111 759 6 8 11 14 13 11 6563 4860 4340 4102 3969 3888 0
237.12725 40.87846 -- 154830.54+405242.46 32 17.11 0.02 17.57 0.01 18.14 0.02 18.50 0.02 18.92 0.06 -- 1.08 -- -- -- 81297 2787 7.165 0.102 81297 2787 7.170 0.100 0.525 0.0040 "" -- -- -- 6051 56093 382 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 6051-56093-0382 237.12725 40.878461 DA_high_SN_08286.fits 41 115 284 347 335 390 6 5 9 13 13 15 6563 4860 4340 4102 3969 3888 0
237.27950 14.59213 -- 154907.08+143531.67 15 19.43 0.03 19.17 0.02 19.49 0.02 19.70 0.03 19.85 0.08 -- 3.76 -- -- -- 17650 135 8.193 0.039 17650 135 8.190 0.040 0.718 0.0220 "" -- -- -- 4900 55739 662 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4900-55739-0662 237.27950 14.592131 DA_high_SN_08287.fits 15 83 131 142 191 153 5 9 12 13 12 14 6563 4860 4340 4102 3969 3888 0
237.30212 29.39411 -- 154912.51+292338.80 21 19.01 0.02 18.76 0.02 19.07 0.02 19.36 0.02 19.64 0.07 -- 0.00 -- -- -- 17916 160 8.055 0.031 17916 160 8.050 0.030 0.644 0.0160 "" -- -- -- 4726 55712 776 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4726-55712-0776 237.30212 29.394111 DA_high_SN_08288.fits 29 96 200 379 309 345 4 8 10 15 13 14 6563 4860 4340 4102 3969 3888 0
237.40496 12.09752 -- 154937.19+120551.07 17 19.02 0.03 18.87 0.01 19.17 0.02 19.46 0.03 19.78 0.10 -- 0.00 -- -- -- 18746 239 8.000 0.042 18746 239 8.000 0.040 0.620 0.0200 "" -- -- -- 4882 55721 516 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4882-55721-0516 237.40496 12.097519 DA_high_SN_08289.fits 23 83 173 318 353 324 9 9 10 14 20 16 6563 4860 4340 4102 3969 3888 0
237.42921 23.32130 -- 154943.01+231916.68 56 16.49 0.02 16.75 0.01 17.16 0.01 17.49 0.02 17.84 0.03 -- 1.34 -- -- -- 30680 67 8.108 0.015 30680 67 8.110 0.010 0.700 0.0050 "" -- -- -- 3941 55321 411 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3941-55321-0411 237.42921 23.321300 DA_high_SN_08290.fits 102 482 994 1120 1026 591 5 7 10 12 12 10 6563 4860 4340 4102 3969 3888 0
237.45858 21.96488 -- 154950.06+215753.57 33 18.43 0.02 18.22 0.02 18.52 0.01 18.76 0.02 18.93 0.04 -- 3.26 -- -- -- 18922 105 8.067 0.019 18922 105 8.070 0.020 0.657 0.0110 "" -- -- -- 3936 55302 687 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3936-55302-0687 237.45858 21.964881 DA_high_SN_08291.fits 34 176 287 345 469 334 5 9 10 11 15 13 6563 4860 4340 4102 3969 3888 0
237.46892 18.70417 -- 154952.54+184215.01 41 17.50 0.02 17.40 0.02 17.67 0.02 17.97 0.02 18.22 0.03 -- 7.80 -- -- -- 18993 113 8.002 0.021 18993 113 8.000 0.020 0.620 0.0100 "" -- -- -- 3931 55350 428 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3931-55350-0428 237.46892 18.704169 DA_high_SN_08292.fits 95 304 551 762 737 657 6 9 11 12 12 14 6563 4860 4340 4102 3969 3888 0
237.48267 17.93354 -- 154955.84+175600.74 55 16.09 0.02 15.90 0.02 16.25 0.01 16.52 0.01 16.81 0.02 -- 7.84 -- -- -- 18393 54 8.017 0.010 18393 54 8.020 0.010 0.629 0.0050 "" -- -- -- 3932 55337 986 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3932-55337-0986 237.48267 17.933539 DA_high_SN_08293.fits 317 1302 2273 2734 2583 1554 5 8 11 12 12 9 6563 4860 4340 4102 3969 3888 0
237.51854 22.00957 -- 155004.45+220034.45 56 17.03 0.02 16.63 0.02 16.74 0.01 17.05 0.02 17.06 0.02 -- 8.64 -- -- -- 10559 14 8.564 0.012 10524 14 8.290 0.010 0.776 0.0050 "" -- -- -- 3936 55302 689 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3936-55302-0689 237.51854 22.009569 DA_high_SN_08294.fits 234 867 1357 1578 1572 1028 5 8 9 10 11 10 6563 4860 4340 4102 3969 3888 0
237.75725 28.84600 -- 155101.74+285045.60 19 19.52 0.03 19.20 0.02 19.39 0.01 19.65 0.02 20.16 0.10 -- 2.24 -- -- -- 14386 295 8.241 0.032 14452 295 8.240 0.030 0.746 0.0220 "" -- -- -- 4726 55712 150 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4726-55712-0150 237.75725 28.846000 DA_high_SN_08295.fits 20 77 152 210 240 219 4 8 10 13 14 13 6563 4860 4340 4102 3969 3888 0
237.78438 45.72034 -- 155108.25+454313.22 32 17.18 0.01 17.55 0.02 18.06 0.02 18.46 0.02 18.70 0.03 -- 1.46 -- -- -- 48051 665 8.081 0.049 48051 665 8.080 0.050 0.710 0.0190 "" -- -- -- 6032 56067 14 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 6032-56067-0014 237.78437 45.720339 DA_high_SN_08296.fits 48 198 345 483 500 409 7 10 10 12 15 16 6563 4860 4340 4102 3969 3888 0
237.86162 10.94551 -- 155126.79+105643.84 14 19.52 0.03 19.29 0.02 19.60 0.02 19.87 0.02 20.02 0.09 -- 1.80 -- -- -- 17204 312 7.796 0.058 17204 312 7.800 0.060 0.524 0.0150 "" -- -- -- 4882 55721 456 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4882-55721-0456 237.86162 10.945511 DA_high_SN_08297.fits 21 71 118 140 186 169 8 10 9 12 13 15 6563 4860 4340 4102 3969 3888 0
238.05112 17.49063 -- 155212.27+172926.27 13 20.16 0.05 19.71 0.02 19.74 0.02 19.81 0.02 19.94 0.10 -- 4.39 -- -- -- 9069 55 8.178 0.076 9051 55 7.910 0.080 0.550 0.0350 "" -- -- -- 3926 55327 784 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3926-55327-0784 238.05112 17.490631 DA_high_SN_08298.fits 23 66 102 124 162 174 6 8 10 12 11 15 6563 4860 4340 4102 3969 3888 0
238.14150 15.57054 -- 155233.96+153413.94 14 20.03 0.04 19.60 0.02 19.64 0.02 19.73 0.02 19.75 0.07 -- 0.00 -- -- -- 9124 49 8.274 0.068 9104 49 8.000 0.070 0.598 0.0380 "" -- -- -- 3923 55325 572 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3923-55325-0572 238.14150 15.570539 DA_high_SN_08299.fits 22 60 140 152 210 180 7 6 13 12 18 18 6563 4860 4340 4102 3969 3888 0
238.18008 28.80293 -- 155243.22+284810.55 37 18.00 0.02 17.75 0.02 18.03 0.02 18.29 0.01 18.52 0.03 -- 2.41 -- -- -- 17204 69 8.181 0.013 17204 69 8.180 0.010 0.713 0.0040 "" -- -- -- 4726 55712 64 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4726-55712-0064 238.18008 28.802931 DA_high_SN_08300.fits 54 256 573 738 885 611 5 9 12 12 15 14 6563 4860 4340 4102 3969 3888 0
238.30267 10.33639 -- 155312.64+102011.00 20 19.08 0.03 19.03 0.01 19.38 0.02 19.67 0.02 19.91 0.09 -- 1.84 -- -- -- 21004 300 7.854 0.043 21004 300 7.850 0.040 0.552 0.0180 "" -- -- -- 4882 55721 380 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4882-55721-0380 238.30267 10.336389 DA_high_SN_08301.fits 27 114 225 228 268 249 7 11 15 12 16 14 6563 4860 4340 4102 3969 3888 0
238.31983 34.18906 -- 155316.76+341120.62 39 17.57 0.02 17.31 0.02 17.59 0.02 17.83 0.02 18.07 0.02 -- 2.78 -- -- -- 16473 14 8.079 0.012 16473 14 8.080 0.010 0.658 0.0060 "" -- -- -- 4966 55712 744 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4966-55712-0744 238.31983 34.189061 DA_high_SN_08302.fits 101 416 778 956 1056 921 7 9 11 12 13 13 6563 4860 4340 4102 3969 3888 0
238.42200 18.00879 -- 155341.28+180031.64 17 19.29 0.03 19.11 0.02 19.44 0.02 19.75 0.02 19.95 0.12 -- 0.00 -- -- -- 19064 304 7.928 0.052 19064 304 7.930 0.050 0.585 0.0240 "" -- -- -- 3931 55350 246 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3931-55350-0246 238.42200 18.008789 DA_high_SN_08303.fits 21 66 111 170 194 206 7 8 12 14 11 18 6563 4860 4340 4102 3969 3888 0
238.52542 18.80924 -- 155406.10+184833.26 19 19.05 0.03 18.95 0.02 19.31 0.02 19.59 0.03 19.94 0.11 -- 1.97 -- -- -- 21013 252 8.049 0.040 21013 252 8.050 0.040 0.650 0.0200 "" -- -- -- 3931 55350 196 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3931-55350-0196 238.52542 18.809239 DA_high_SN_08304.fits 24 90 162 186 208 217 5 8 14 14 15 14 6563 4860 4340 4102 3969 3888 0
238.74829 20.17790 -- 155459.59+201040.44 34 18.02 0.02 17.71 0.02 18.00 0.01 18.24 0.02 18.58 0.04 -- 0.00 -- -- -- 17295 39 8.085 0.014 17295 39 8.090 0.010 0.665 0.0050 "" -- -- -- 3930 55332 560 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3930-55332-0560 238.74829 20.177900 DA_high_SN_08305.fits 94 365 615 711 817 622 6 9 11 11 14 12 6563 4860 4340 4102 3969 3888 0
238.80208 7.76506 -- 155512.50+074554.22 25 18.14 0.02 18.03 0.01 18.39 0.02 18.67 0.02 19.01 0.04 -- 1.90 -- -- -- 21117 203 7.851 0.031 21117 203 7.850 0.030 0.552 0.0130 "" -- -- -- 4893 55709 508 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4893-55709-0508 238.80208 7.765061 DA_high_SN_08306.fits 42 168 297 323 440 504 5 9 11 13 15 23 6563 4860 4340 4102 3969 3888 0
238.96833 17.48890 -- 155552.40+172920.04 39 17.19 0.01 17.53 0.01 18.00 0.01 18.37 0.01 18.65 0.03 -- 1.89 -- -- -- 36457 189 8.070 0.031 36457 189 8.070 0.030 0.689 0.0150 "" -- -- -- 3926 55327 980 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3926-55327-0980 238.96833 17.488900 DA_high_SN_08307.fits 67 227 450 537 561 475 7 7 11 13 12 20 6563 4860 4340 4102 3969 3888 0
238.99954 17.33562 -- 155559.89+172008.23 30 18.14 0.02 18.05 0.02 18.41 0.01 18.70 0.02 18.95 0.05 -- 2.41 -- -- -- 20369 146 7.971 0.023 20369 146 7.970 0.020 0.608 0.0100 "" -- -- -- 3926 55327 976 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3926-55327-0976 238.99954 17.335619 DA_high_SN_08308.fits 50 146 314 387 447 358 7 7 12 14 13 14 6563 4860 4340 4102 3969 3888 0
239.07408 17.30049 -- 155617.78+171801.76 54 16.63 0.02 16.65 0.02 17.02 0.02 17.29 0.02 17.58 0.02 -- 3.00 -- -- -- 25725 99 8.058 0.011 25725 99 8.060 0.010 0.665 0.0050 "" -- -- -- 3926 55327 962 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3926-55327-0962 239.07408 17.300489 DA_high_SN_08309.fits 128 634 1160 1542 1417 915 4 8 9 12 11 11 6563 4860 4340 4102 3969 3888 0
239.10796 7.07654 -- 155625.91+070435.54 18 18.89 0.02 18.99 0.01 19.35 0.02 19.70 0.03 19.95 0.08 -- 4.10 -- -- -- 27864 232 8.049 0.045 27864 232 8.050 0.040 0.664 0.0200 "" -- -- -- 4893 55709 480 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4893-55709-0480 239.10796 7.076539 DA_high_SN_08310.fits 25 115 216 267 255 221 7 10 11 11 11 10 6563 4860 4340 4102 3969 3888 0
239.15450 20.97865 -- 155637.08+205843.14 12 20.26 0.05 19.69 0.02 19.64 0.02 19.71 0.03 19.82 0.08 -- 0.00 -- -- -- 8646 63 8.456 0.094 8656 63 8.220 0.090 0.721 0.0570 "" -- -- -- 3935 55326 362 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3935-55326-0362 239.15450 20.978650 DA_high_SN_08311.fits 21 56 114 199 156 201 4 7 11 21 16 16 6563 4860 4340 4102 3969 3888 0
239.17517 35.08530 -- 155642.04+350507.08 54 15.83 0.02 15.85 0.02 16.27 0.01 16.56 0.01 16.88 0.03 -- 0.00 -- -- -- 25102 90 8.019 0.013 25102 90 8.020 0.010 0.643 0.0050 "" -- -- -- 4965 55721 502 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4965-55721-0502 239.17517 35.085300 DA_high_SN_08312.fits 217 1213 2275 2835 2718 1889 5 8 10 11 12 10 6563 4860 4340 4102 3969 3888 0
239.40975 16.66197 -- 155738.34+163943.09 12 20.05 0.04 19.67 0.02 19.59 0.02 19.61 0.02 19.56 0.07 -- 3.69 -- -- -- 7583 77 8.997 0.101 7539 77 8.850 0.100 1.093 0.0520 "" -- -- -- 3922 55333 590 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3922-55333-0590 239.40975 16.661969 DA_high_SN_08313.fits 23 47 88 95 173 181 5 9 13 18 31 20 6563 4860 4340 4102 3969 3888 0
239.46992 14.08244 -- 155752.78+140456.78 11 20.69 0.06 20.16 0.02 19.99 0.02 19.97 0.03 20.19 0.11 -- 0.00 -- -- -- 7266 72 7.478 0.135 7293 72 7.350 0.140 0.326 0.0440 "" -- -- -- 3923 55325 183 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3923-55325-0183 239.46992 14.082439 DA_high_SN_08314.fits 23 69 74 96 134 123 5 9 9 10 14 12 6563 4860 4340 4102 3969 3888 0
239.53346 5.50121 -- 155808.03+053004.36 25 17.91 0.02 18.26 0.02 18.72 0.01 19.06 0.02 19.33 0.06 -- 0.00 -- -- -- 63110 1734 7.876 0.090 63110 1734 7.880 0.090 0.652 0.0300 "" -- -- -- 4877 55707 6 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4877-55707-0006 239.53346 5.501211 DA_high_SN_08315.fits 43 103 230 217 242 258 12 13 14 19 16 20 6563 4860 4340 4102 3969 3888 0
239.74692 8.61237 -- 155859.26+083644.53 19 18.68 0.03 19.01 0.02 19.47 0.02 19.85 0.03 20.08 0.08 -- 0.00 -- -- -- 39727 537 8.143 0.070 39727 537 8.140 0.070 0.722 0.0380 "" -- -- -- 4879 55706 208 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4879-55706-0208 239.74692 8.612369 DA_high_SN_08316.fits 20 77 144 175 153 160 8 10 14 16 16 17 6563 4860 4340 4102 3969 3888 0
239.80167 21.31107 -- 155912.40+211839.85 27 17.69 0.02 18.08 0.02 18.58 0.01 18.92 0.02 19.24 0.04 -- 1.00 -- -- -- 86566 3128 8.018 0.107 86566 3128 8.020 0.110 0.734 0.0410 "" -- -- -- 3930 55332 745 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3930-55332-0745 239.80167 21.311069 DA_high_SN_08317.fits 27 105 252 205 283 330 7 9 16 12 15 21 6563 4860 4340 4102 3969 3888 0
239.83654 33.91988 -- 155920.77+335511.57 26 17.62 0.01 18.04 0.02 18.60 0.02 18.95 0.02 19.22 0.06 -- 0.89 -- -- -- 80218 3123 7.883 0.108 80218 3123 7.880 0.110 0.681 0.0310 "" -- -- -- 4966 55712 946 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4966-55712-0946 239.83654 33.919881 DA_high_SN_08318.fits 37 96 203 179 233 291 11 9 15 16 17 19 6563 4860 4340 4102 3969 3888 0
239.95008 12.61890 -- 155948.02+123708.04 40 17.85 0.02 17.56 0.02 17.85 0.02 18.09 0.02 18.34 0.03 -- 5.25 -- -- -- 16601 13 8.093 0.012 16601 13 8.090 0.010 0.663 0.0050 "" -- -- -- 4901 55711 732 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4901-55711-0732 239.95008 12.618900 DA_high_SN_08319.fits 76 282 526 621 662 541 5 8 11 13 14 13 6563 4860 4340 4102 3969 3888 0
240.00017 21.43512 -- 160000.04+212606.43 18 19.48 0.03 19.13 0.02 19.35 0.02 19.59 0.02 19.86 0.10 -- 3.12 -- -- -- 11507 91 8.262 0.039 11671 91 8.070 0.040 0.643 0.0220 "" -- -- -- 3930 55332 766 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3930-55332-0766 240.00017 21.435119 DA_high_SN_08320.fits 23 95 131 209 192 226 5 11 11 10 13 15 6563 4860 4340 4102 3969 3888 0
240.02229 12.37735 -- 160005.35+122238.46 49 17.41 0.02 17.20 0.02 17.51 0.01 17.78 0.02 18.06 0.03 -- 1.72 -- -- -- 18538 71 7.821 0.013 18538 71 7.820 0.010 0.532 0.0040 "" -- -- -- 4882 55721 984 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4882-55721-0984 240.02229 12.377350 DA_high_SN_08321.fits 81 382 729 897 894 630 5 8 11 12 12 12 6563 4860 4340 4102 3969 3888 0
240.13592 40.35352 -- 160032.62+402112.67 12 20.18 0.04 19.72 0.02 19.55 0.02 19.56 0.02 19.50 0.06 -- 4.37 -- -- -- 7452 73 8.093 0.121 7467 73 7.970 0.120 0.578 0.0610 "" -- -- -- 5192 56066 906 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 5192-56066-0906 240.13592 40.353519 DA_high_SN_08322.fits 34 84 118 172 168 150 6 7 9 12 15 17 6563 4860 4340 4102 3969 3888 0
240.47225 40.16343 -- 160153.34+400948.35 22 18.65 0.02 18.70 0.02 19.06 0.02 19.40 0.02 19.74 0.07 -- 3.06 -- -- -- 25911 188 8.027 0.037 25911 188 8.030 0.040 0.650 0.0200 "" -- -- -- 6052 56092 384 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 6052-56092-0384 240.47225 40.163431 DA_high_SN_08323.fits 24 120 262 311 340 292 5 10 10 16 16 18 6563 4860 4340 4102 3969 3888 0
240.49642 13.57560 -- 160159.14+133432.16 23 18.77 0.02 18.46 0.02 18.50 0.01 18.59 0.02 18.74 0.04 -- 6.38 -- -- -- 9418 33 8.916 0.040 9379 33 8.620 0.040 0.978 0.0200 "" -- -- -- 4901 55711 866 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4901-55711-0866 240.49642 13.575600 DA_high_SN_08324.fits 55 146 242 270 289 257 7 8 9 9 16 15 6563 4860 4340 4102 3969 3888 0
240.56017 37.02715 -- 160214.44+370137.74 20 18.90 0.02 18.67 0.01 19.06 0.01 19.16 0.02 19.44 0.08 -- 2.72 -- -- -- 16099 110 8.077 0.003 16099 110 8.080 0.000 0.657 0.0000 "" -- -- -- 4969 56041 848 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4969-56041-0848 240.56017 37.027150 DA_high_SN_08325.fits 26 120 250 302 335 289 6 10 12 13 15 17 6563 4860 4340 4102 3969 3888 0
240.58550 20.46448 -- 160220.52+202752.13 15 19.99 0.04 19.57 0.02 19.46 0.03 19.45 0.02 19.55 0.07 -- 0.00 -- -- -- 7412 60 7.894 0.101 7432 60 7.770 0.100 0.490 0.0390 "" -- -- -- 3924 55332 506 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 3924-55332-0506 240.58550 20.464481 DA_high_SN_08326.fits 32 65 128 104 155 181 6 6 9 7 13 15 6563 4860 4340 4102 3969 3888 0
240.63046 34.60542 -- 160231.31+343619.51 28 18.22 0.02 18.17 0.02 18.54 0.02 18.81 0.02 19.05 0.04 -- 0.00 -- -- -- 20630 147 8.110 0.023 20630 147 8.110 0.020 0.682 0.0110 "" -- -- -- 4965 55721 774 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4965-55721-0774 240.63046 34.605419 DA_high_SN_08327.fits 38 161 271 380 406 316 5 9 10 13 13 11 6563 4860 4340 4102 3969 3888 0
240.66392 3.99714 -- 160239.34+035949.70 24 18.67 0.02 18.69 0.02 19.03 0.02 19.26 0.02 19.52 0.07 -- 0.00 -- -- -- 26212 166 8.111 0.027 26212 166 8.110 0.030 0.692 0.0160 "" -- -- -- 4808 55705 214 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4808-55705-0214 240.66392 3.997139 DA_high_SN_08328.fits 34 110 249 251 340 318 7 7 13 12 16 19 6563 4860 4340 4102 3969 3888 0
240.74071 26.85630 -- 160257.77+265122.68 19 19.25 0.03 19.08 0.01 19.29 0.02 19.54 0.02 20.01 0.08 -- 2.81 -- -- -- 18431 184 8.050 0.033 18431 184 8.050 0.030 0.645 0.0160 "" -- -- -- 4724 55742 654 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4724-55742-0654 240.74071 26.856300 DA_high_SN_08329.fits 29 81 151 228 235 223 9 8 12 14 13 18 6563 4860 4340 4102 3969 3888 0
240.82408 41.55249 -- 160317.78+413308.96 29 17.91 0.02 18.06 0.01 18.49 0.01 18.85 0.02 19.11 0.05 -- 0.00 -- -- -- 27671 160 7.928 0.029 27671 160 7.930 0.030 0.604 0.0140 "" -- -- -- 6043 56096 166 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 6043-56096-0166 240.82408 41.552489 DA_high_SN_08330.fits 48 167 298 438 359 380 7 8 10 12 11 13 6563 4860 4340 4102 3969 3888 0
241.06646 32.99270 -- 160415.95+325933.72 22 18.46 0.04 18.40 0.02 18.77 0.02 19.05 0.02 19.30 0.06 -- 0.72 -- -- -- 21527 238 8.042 0.035 21527 238 8.040 0.040 0.646 0.0200 "" -- -- -- 4965 55721 162 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 4965-55721-0162 241.06646 32.992700 DA_high_SN_08331.fits 30 115 164 240 308 230 6 9 9 14 14 16 6563 4860 4340 4102 3969 3888 0
241.15387 43.46335 -- 160436.93+432748.06 18 19.43 0.03 18.87 0.02 18.66 0.02 18.63 0.02 18.66 0.04 -- 6.21 -- -- -- 6927 48 7.856 0.085 6953 48 7.790 0.090 0.497 0.0360 "" -- -- -- 6034 56103 418 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 6034-56103-0418 241.15387 43.463350 DA_high_SN_08332.fits 39 87 124 140 133 199 6 7 10 13 12 22 6563 4860 4340 4102 3969 3888 0
241.33329 44.53807 -- 160519.99+443217.05 30 18.20 0.02 18.26 0.02 18.64 0.04 18.92 0.14 19.39 0.15 -- 0.00 -- -- -- 24112 186 7.918 0.026 24112 186 7.920 0.030 0.592 0.0140 "" -- -- -- 6034 56103 612 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- DA -- -- -- -- 6034-56103-0612 241.33329 44.538069 DA_high_SN_08333.fits 34 171 268 405 438 329 5 9 9 13 12 14 6563 4860 4340 4102 3969 3888 0
